1.037435,1.985033,0.943270
1.851784,1.810466,1.020958
2.197544,1.024337,1.038697
2.100875,1.417020,1.035406
0.437336,1.504403,0.974222
0.388545,1.780428,1.131795
1.997892,1.537913,1.013293
1.790458,1.734794,1.021083
2.108859,1.435413,1.096584
1.048793,2.041188,1.156544
0.455817,1.684611,1.067002
0.208178,0.995725,0.988356
1.306831,1.892743,1.090344
0.362663,1.516733,1.047811
0.418004,1.533676,0.974222
0.164117,1.017163,0.981005
0.199553,1.311434,1.008277
2.011520,1.627006,1.081170
2.143236,1.128394,1.101433
1.613674,1.868619,0.927077
2.002102,1.512320,0.960015
1.708083,1.834665,1.111904
0.604627,1.873505,1.017873
0.190973,1.415276,1.067034
1.806541,1.869892,1.026053
0.174771,1.105314,0.998876
0.236988,1.371345,1.041624
1.646793,1.900802,0.979987
0.309224,1.330604,1.102084
0.304303,1.028904,1.068637
1.466436,1.942382,1.075619
0.260035,1.286229,0.984416
2.048616,1.458556,0.972796
0.848618,1.834581,0.986818
0.635456,1.823258,1.002637
1.939353,1.550961,0.971786
2.136961,1.323475,1.115727
0.480148,1.697491,0.985227
1.099715,1.954084,0.949677
1.168504,2.099182,1.662802
1.608202,1.939253,1.027037
2.117548,1.195407,1.134505
0.634272,1.801820,1.004520
0.876157,1.926667,1.104970
2.003099,1.525525,0.971786
0.163964,1.193168,1.282922
1.289953,1.868980,1.163224
2.269170,1.025751,0.986687
0.362063,1.704141,1.108745
0.259186,1.372129,0.935243
1.065952,1.984298,1.044262
1.884938,1.713062,1.011955
2.021185,1.593387,0.963329
1.099809,1.983874,0.949677
2.153654,1.479380,1.074368
1.754873,1.738288,1.021526
0.694780,1.906893,1.024333
2.201791,1.190673,1.121262
1.388960,2.016510,1.066239
1.365100,2.096424,1.109673
0.375190,1.503950,1.094783
1.516594,1.938525,1.050889
0.321371,1.526611,0.903049
1.575496,1.917478,1.013760
2.269078,1.288493,1.051072
1.840596,1.821346,0.987445
2.225129,0.960401,0.986687
0.775156,1.866051,0.976481
1.990233,1.642383,1.091811
2.272550,1.051774,0.964329
0.273088,1.487305,1.085754
0.783260,1.946588,0.982975
0.630309,1.692070,0.966747
2.208395,1.331854,1.116337
1.733581,1.874351,1.058351
0.827802,1.921721,0.997424
1.193853,1.996289,1.495889
0.759937,1.846552,0.990704
0.568003,1.701679,1.017734
0.512580,1.711278,0.948485
1.670263,1.973290,1.103213
1.069527,1.979334,1.077235
2.052502,1.418211,0.963069
0.281882,1.286494,0.984416
1.591790,1.944966,0.926382
0.337291,1.392234,0.961736
